sen_ID,sentence,attribute,sub_attr,attr_class,# attributes,sent_class_og,sent_class
698,It's loud and crazy but that's what is to be expected.,ambiance,,0,,3,2
699,"And whatever you do, do NOT order the pho unless you want to get sick.",food,,1,,0,0
700,"Looks like there's parking in the back, which I may check out next time.",location,,2,,3,2
701,The staff is very friendly and helpful.,service,,3,,4,2
702,The layout and atmosphere are very relaxing.,ambiance,,0,,4,2
703,"The best part of this airport is that it's not really confusing to get around (in my opinion, as a former Pittsburgh resident) and there are decent places to eat and shop, although I am bummed about them not having Victoria's Secret anymore.",general,,5,,4,2
704,Thom gave me a quick reasonable estimate and told me to bring it by anytime.,price,,4,,3,2
705,It was awful and they put it on absolutely everything.,service,,3,,0,0
706,All flash and no bang.,general,,5,,1,0
707,I called the salon to let them know of my disappointment in being left high and dry.,service,,3,,1,0
708,(The only odd thing is that there's no pork on the lunch menu.,food,,1,,1,0
709,Mike was the one who did it- he also pierced my tongue about a year later- both were done professionally.,service,,3,,3,2
710,"We had the guacamole, Yuca Fries, and split an order of the Chicken Enchiladas...alll yummy!",food,,1,,3,2
711,"soup and salad, Frozen Yogurt bar, fresh produce, and lots more.",food,,1,,3,2
712,Based on the bacon reviews below - i think the general rule is they are good at frying the hell out of something...sometimes for good - sometimes for bad.,food,,1,,2,1
713,She asks first but will also do physical adjustments.,service,,3,,3,2
714,"They stock organic wines, domestic red/white, Italian, French and Australian wines, a very small selection of Asian spirits (sake, plum wine), your usual liquors, local wines made in Pennsylvania, boxed wines, and dessert wines.",food,,1,,2,1
715,Another charming place with unique twists everywhere from the small menu to how they serve you water.,general,,5,,4,2
716,"Service: Not good, we had to beg the waitress two different times for drink refills.",service,,3,,0,0
717,"There is a Starbucks slash bakery but it doesn't accept SBUX branded Gold Cards, which is a big bummer.",price,,4,,1,0
718,The wings are decently sized - better than Bdubs but smaller than Wings Over but still not as plump and juicy as they could be.,food,,1,,3,2
719,"The owner/manager insisted it was fine, even though it was slightly off when you would hit an icon.",service,,3,,1,0
720,It was served with plenty of soft pita bread and a variety of crudites for dipping (although frankly I would've just eaten it with a spoon!,service,,3,,2,1
721,The street noodles were the exact textured Hong Kong style thin egg noodles that I crave 24/7.,food,,1,,4,2
722,The service is better than average.,service,,3,,3,2
723,I wouldn't go as far as call it the hipster bar of Pittsburgh but it does draw a crowd of funny-dressed people who like to talk about their latest art piece they made while going through a breakup with yet another boyfriend.,ambiance,,0,,1,0
724,Cash only and byob.,ambiance,,0,,2,1
725,The insanely fast service?,service,,3,,1,0
726,A group  of friends and I chose this restaurant after the place we wanted to go was closed--for good.,general,,5,,3,2
727,I've been here twice and ordered to-go once.,general,,5,,3,2
728,We were seated fairly quickly but I did not realize how small it is inside.,ambiance,,0,,1,0
729,"Some misses was the chile mashed potatoes, I wasn't forced to order it, but it just doesn't go with the theme.",food,,1,,0,0
730,The floor level has significantly more leg room than the balcony.,ambiance,,0,,3,2
731,"We are greeted by a nice young server wth a big smile who starts by saying ""can I grab you a beer?"".",service,,3,,3,2
732,"Sad as it is to say this, the best part about the meal was the wheat toast with butter and jelly - the least salty item on my plate.",food,,1,,1,0
733,The waitress was very kind and attentive.,service,,3,,3,2
734,We've been meaning to check out the new casino and figured on a Tuesday night it shoudn't be too busy and it wasn't.,ambiance,,0,,3,2
735,Coffee prices are average and you booze too if that's your thing.,price,,4,,2,1
736,"I busted the behemoth from it's foil and paper prison and was shocked, first, by the aroma.",food,,1,,3,2
737,Add in the fact this place is BYOB and you have the recipe for greatness.,ambiance,,0,,4,2
738,then don't come here!,general,,5,,0,0
739,"Instead the person filling my order tried to just swap out all the open flowers that I had selected for a bunch of closed flowers, did not say anything or ask me if I was ok with it and basically just tried to pull a fast one.",service,,3,,1,0
740,"Inside there are high ceilings, ornate lighting, big bar with a friendly bartender and plenty of tables/booths.",ambiance,,0,,4,2
741,"We're not usually up in that area, so we turned to yelp and found this place.",location,,2,,2,1
742,I ordered the pork and crab soup dumplings.,food,,1,,2,1
743,"I hope they can get the kinks worked out, because this will be a killer spot if they can pull it together.",ambiance,,0,,2,1
744,So the view is unmatched and the drinks are decent.,ambiance,,0,,4,2
745,They were not so overweight that you would think this would be a concern they would normally have.,service,,3,,3,2
746,"I had heard rave reviews from my girlfriend after she visited Bakersfield in Nashville, and we were so excited to learn that Bakersfield opened their sixth location in Pittsburgh!",location,,2,,3,2
747,The staff was also very friendly and courteous.,service,,3,,3,2
748,The bread basket here is good!,food,,1,,3,2
749,But until then I'd rather go to Primanti's.,general,,5,,3,2
750,A cherry blintz and cup of fresh fruit.,food,,1,,2,1
751,Even better - it wasn't crazily overpriced either like a lot of other vintage stores.,price,,4,,0,0
752,"My least favorite was the bbq chicken, which replaced tomato sauce with straight up bbq sauce.",food,,1,,1,0
753,I love Vietnamese food and was really excited to try out this place when I saw all the great reviews.,general,,5,,3,2
754,Waiter was excellent; coffee unending.,service,,3,,4,2
755,"The bar area was moderately crowded, with a few j crew dressed ex frat boy tables and some retail walnut street workers lunching, but nothing that would warrant the 20 minute wait we had before our adorable little server finally came over.",service,,3,,1,0
756,"The schwarma had a mouth-watering smell-- definitely made with curry and other Indian spices and fresh, warm bread, I couldn't wait to dig in.",food,,1,,4,2
757,"My husband and I are what I like to call fake-sushi fans, so we got a California Roll and a Spicy California Roll cuz we were feeling craaaazy that day.",food,,1,,1,0
758,"I've also tried the sweet crepes -- they're also good, but for me, they don't compare to the savory ones.",food,,1,,1,0
759,Love love love this small place.,general,,5,,4,2
760,"The plus side to the pricey beer is that it will slow down your need to use the Consol's, long, patron lined, facilities (think 15 minute wait).",price,,4,,1,0
761,There is always someone winning in that room.,general,,5,,3,2
762,I ate here this past Thursday night with my girlfriend for dinner.,food,,1,,2,1
763,"So worth the price, not that they are even that expensive.",price,,4,,4,2
764,A new BBQ opened by Kevin Sousa.,food,,1,,2,1
765,"The waitress told our group that one of the other waitresses had called off, so she apologized in advance for slow service. . . but she wasn't particularly slow.",service,,3,,3,2
766,The first time Emily made me an awesome mocha while Robin was perfect.,service,,3,,4,2
767,"They do have some limited Vegas only charms, which I like.",location,,2,,4,2
768,"I sat at the bar/counter area on a Saturday morning and was feeling a little indecisive on just how to construct my breakfast, so I left it up to my server...and he nailed it.",service,,3,,4,2
769,I will give your neighbors the business because they were not rude to me on the phone.,service,,3,,1,0
770,There's only so many bites of this combination you can have until you're over it.,food,,1,,2,1
771,"To start, we had the Torrejas de Choclo.",food,,1,,2,1
772,"The markup is a bit much, but again, you're paying for atmosphere and experience in addition to good California wines (I'd love to see a bit more Central Coast, as that's my favorite wine region, but the name is 'Sonoma,' so I give them a pass).",price,,4,,1,0
773,Makes sense since the staff/owners are exceptionally friendly down to earth peeps!,service,,3,,4,2
774,Let's put it this way.,general,,5,,2,1
775,Service was good and the salsa was spicy.,service,,3,,3,2
776,Washington is one of--if not the--must see attraction in the city.,location,,2,,3,2
777,$15 3.,price,,4,,2,1
778,"The pasta was also cooked to a perfect al dente firmness, which held up well in the microwave several days later when I ate the leftovers.",food,,1,,4,2
779,Atmosphere and bathrooms are as bad as you would expect in a dive bar.,ambiance,,0,,1,0
780,"The desserts are ok, personally, I feel that you would be better advised to stick to filling up on the entrees.",food,,1,,2,1
781,"The food is all very good, though some of it is on the blander side and could maybe use a little spicing up.",food,,1,,2,1
782,Back when I knew absolutely nothing about cuisine I loved Sesame and returning now as a hypercritical jerk I still like it.,food,,1,,3,2
783,The bar does not have a foot rest for the high bar stools so the whole dinner I'm sqirming in my seat trying to keep myself propped up with only the foot support on the bar stool.,ambiance,,0,,1,0
784,The people at the restaurant were very nice and they were very busy.,service,,3,,3,2
785,"This Starbucks is conveniently located in a strip mall, so it's nice to be able to grab a cuppa while running errands.",location,,2,,3,2
786,All were cooked perfectly - not undercooked or overdone.,food,,1,,4,2
787,"The ribs are basic baby back ribs that come in a choice of mild, medium, and hot bbq sauce.",food,,1,,2,1
788,"Bottom line, expect to wait a good bit of time and have to flag down a server for most things you need.",service,,3,,1,0
789,Highly recommended.,general,,5,,4,2
790,The decor is very classy; it almost feels you stepped into a NY deli or something.,ambiance,,0,,4,2
791,Even the complimentary rolls were peerless.,food,,1,,3,2
792,The good thing is the food is coming from the attached Rock Bottom Brewery.,food,,1,,3,2
793,The family that runs the restaurant is very friendly.,service,,3,,4,2
794,"Even after sitting for a couple of minutes, the middle of the pie held up and did not get soggy.",food,,1,,3,2
795,"It was good, but could've used some more flavor.",food,,1,,3,2
796,They give a student discount which is nice.,price,,4,,3,2
797,The are efficient here !,service,,3,,3,2
798,"A small gelato could be around $3, medium around $5.",price,,4,,3,2
799,"this is a cool retro bowling alley.  a major complaint is the cash-only policy (i find cash only places extremely annoying) and didn't spend as much as a result.  i would rather not spend money than get ripped off by exorbitant atm fees, so businesses suffer as a result.  also, i wish the weight of the balls was labeled - i know exactly what i need but couldn't find it so had to just guess.",price,,4,,1,0
800,"Down home spot that is cash only, but a real local's place.",price,,4,,1,0
801,Buy 8 get one free!,price,,4,,3,2
802,"Okay, onto the food.",food,,1,,2,1
803,It's definately worth a visit. :),general,,5,,3,2
804,BUT one meal could feed 2 + people!,food,,1,,3,2
805,The very friendly manager noticed how long we were sitting and came by and took our drink orders.,service,,3,,3,2
806,"But, the food coming out of that kitchen is just bland, bland, bland.",food,,1,,1,0
807,Excellent.,general,,5,,4,2
808,Even on a Friday night at 2:15am with crowds of people.,general,,5,,3,2
809,I have only ever ordered the duck and and it fantastic.,food,,1,,4,2
810,This is a very fine local alternative.,general,,5,,4,2
811,They moved through the patients quickly and my wait was not bad considering I came late.,service,,3,,3,2
812,"So for my dad and the cheap prices, three stars.",price,,4,,3,2
813,I had good service and my tire is still up and running.,service,,3,,3,2
814,"This is a real place, making real beer.",food,,1,,3,2
815,"Overall, we were really pleased with every aspect of our experience, and will likely be back soon.",general,,5,,4,2
816,The beer is from August.,food,,1,,2,1
817,I loved the swing dancers as well.,ambiance,,0,,4,2
818,They had several hatchbacks in my price range available.,price,,4,,3,2
819,It is so cute inside and there are delicious snacks all over the tables.,ambiance,,0,,4,2
820,Delivery was REALLY fast- less than 20 minutes.,service,,3,,4,2
821,A-OK restaurant.,general,,5,,1,0
822,The older lady with a short hair cut is the one who doesn't open on time when she is scheduled.,service,,3,,1,0
823,"The first part in realizing that you have a problem is to admit it, well I have a coffee addiction.",food,,1,,3,2
824,I ended up ordering the strawberry cocktail which came with fresh strawberries and a mint leaves.,food,,1,,3,2
825,They provide rain coats and little crocs.,service,,3,,2,1
826,I would definitely order from here again... good basics with good service in a timely fashion makes it worth trying.,service,,3,,3,2
827,we will definitely be back!,general,,5,,4,2
828,May have something to do with its proximity to the colleges.,location,,2,,3,2
829,"I wasn't sure what to expect, but when asking the ladies in Sephora about it, they raved and said they ate there every day.",location,,2,,3,2
830,We were lucky enough to find a spot in one of the nooks after only a short wait.,service,,3,,3,2
831,Half of each enchilada had the red sauce and the other half had the green sauce.,food,,1,,2,1
832,"One last note- they do not accept credit cards, but they have an ATM in the restaurant.",price,,4,,2,1
833,Rick and I are gonna have to come back here for dinner sometime.,food,,1,,4,2
834,"Oh, and they aren't open on Sundays so steer clear of that day.",general,,5,,2,1
835,Pierogies are ALWAYS good but there were only two of them.,food,,1,,3,2
836,"The food does take about 10 to 15 minutes, so you may want to call ahead.",service,,3,,1,0
837,"My boyfriend got the chimichanga, which he enjoyed.",food,,1,,3,2
838,"If the associates do not have basic logic comprehension, how do they survive?",service,,3,,0,0
839,"I think we were in the $35-40 range between the two of us, and we got the appetizers, fountain drinks, and burgers with lots of extras.",price,,4,,3,2
840,"J&T's also sells burgers, pizzas, hoagies, and...what's that?",food,,1,,3,2
841,"Great ribs, pulled pork, smoked chicken.",food,,1,,3,2
842,Beers here are cheap!,price,,4,,3,2
843,"Then there are the fun toppings (that cost $1 extra) like onion straws, cage free eggs, maple cured ham, and applewood smoked bacon to name a few.",food,,1,,3,2
844,"It's fried tortilla chips dusted with cinnamon sugar, and yes, they too were appetizing in a state fair kinda way.",food,,1,,3,2
845,"That, too, came out with half of the ingredients listed on the menu.",food,,1,,1,0
846,"It was totally affordable for the four of us (with 4 dinners, apps, and desserts: under 70 bucks).",price,,4,,3,2
847,"Also, the owner of Paris 66 came up and introduced herself, which I thought was really sweet.",service,,3,,3,2
848,Whew!,general,,5,,1,0
849,"So this incident is considered resolved, and I've upped their star counts by one, but I am not exactly running back to claim those credits.",service,,3,,1,0
850,It was just so spicy even water wasn't helping.,food,,1,,0,0
851,"I deducted a star for ambiance, which is a little old-fashioned for my taste.",ambiance,,0,,1,0
852,Such a neat conversion...old factory to new loft style apartments.,ambiance,,0,,3,2
853,OMG - I loved this sandwich.,food,,1,,4,2
854,This tropical themed B&B was a winner for sure.,ambiance,,0,,4,2
855,I like Tuesday half off apps and the weekends r fun with the dj!,ambiance,,0,,3,2
856,My husband had the tomato soup with his sandwich and he said it was nothing special.,food,,1,,1,0
857,Overall this place is consistently good and would look forward to returning.,general,,5,,3,2
858,I've been to this location several times so far and have yet to see more than a dozen people in there at once.,ambiance,,0,,3,2
859,"They also have happy hour from 4-6, with half off specials.",price,,4,,3,2
860,"As others said, Armstrong's is like Eat n Park but a little classier and a little pricier and with a bar.",ambiance,,0,,3,2
861,They still have the vintage sign up in the front of the business above the door.,ambiance,,0,,3,2
862,(I hit up the nearby fresh squeezed lemonade stand.),ambiance,,0,,3,2
863,"A friend and I purchased the Groupon for mani, pedi, facial, and massage.",price,,4,,3,2
864,Definitely lives up to the hype!,general,,5,,3,2
865,"The service was service, waters were refilled in a timely manner and dishes were promptly removed from the table, which is always appreciated.",service,,3,,3,2
866,Addictive.,general,,5,,3,2
867,"We had a rib taco, a chicken taco, and two breakfast tacos.",food,,1,,2,1
868,"They altered the brake lines a bit, pumped up the tires, gave me an oral diagnostic, and didn't charge me a dime.",price,,4,,3,2
869,Hidden gem!,general,,5,,4,2
870,Does this place not care about quality anymore?,general,,5,,0,0
871,"For an extra dollar, you can get fries included.",price,,4,,3,2
872,It's georgeous and relaxing despite being rather large.,ambiance,,0,,4,2
873,Very attentive service.,service,,3,,3,2
874,"The chicken was very flavorful, although a bit dry.",food,,1,,3,2
875,Where they lose points is on prices.,price,,4,,0,0
876,"The tour lasts 1 hour, is very informative, and you get to see a lot of the rooms inside and have the opportunity to ask questions.",service,,3,,3,2
877,"Three generations [including myself] take our cars here for tire service, whether it's a standard rotation or purchasing new tires.",service,,3,,3,2
878,"When they came, they were even better than I remember them being.",service,,3,,3,2
879,I'm a little frustrated that The Golden Bone is my best choice in kennels here in Pittsburgh.,service,,3,,0,0
880,The sushi here is amazing.,food,,1,,4,2
881,"Yeah, PF is the epitome of diverse and I absolutely dig it.",ambiance,,0,,3,2
882,I can see why it was pricey - it was HUGE.,price,,4,,1,0
883,"The hostess says hi, hands me a menu and walks away.",service,,3,,3,2
884,"The rib taco, GET IT.",food,,1,,3,2
885,"Sandwiches were good, but not unlike those we all make at home.",food,,1,,3,2
886,"It's ""a little bit of NYC in Pittsburgh,"" and we all sort of cringe when we think of that description ( I Hope!).",ambiance,,0,,1,0
887,"Now cue the sad trombone...because the service was pretty terrible. :(  From start to finish, wildly inattentive is the only way I can describe the service.",service,,3,,0,0
888,The sandwich was delicious.,food,,1,,4,2
889,"The menu is ""limited"" due to kitchen renovations.",food,,1,,1,0
890,Redbeard's on Sixth is one of my favorite downtown bars.,general,,5,,4,2
891,"Yeah, it's a chain.",ambiance,,0,,2,1
892,Holy crap!,general,,5,,0,0
893,"They have about 10 mead options on rotation: you can buy a glass, a sample flight, or a bottle.",food,,1,,3,2
894,"It's BYOB, so be prepared.",ambiance,,0,,2,1
895,"This store was remodeled several years ago, and at that time they especially improved and expanded the parking lot.",ambiance,,0,,3,2
896,Teddy's needs to begin thinking these venues need routine maintenance.,ambiance,,0,,1,0
897,They have a large selection of food and I went with the pretzel and wing combo yeah that's right big fluffy salty pretzels and wings.,food,,1,,3,2
898,My husband and another person in our party chose the Raise The Jolly Reuben.,food,,1,,2,1
899,You're going there to look for deals - and deals you will find!,price,,4,,3,2
900,There was absolutely nothing not to like.,general,,5,,3,2
901,"If you're a fan of a dirty martini, you just may enjoy a little twist with a Holy Cow using Boyd & Blair vodka, pickle juice, beef boullion, caper berries (mmmmm...) and pepper...nicely spicy!",food,,1,,3,2
902,Clearly these cheap sandwiches have stood the test of time.,price,,4,,3,2
903,"The reality is, it's not as big of a deal as the cashiers' reactions may have alluded to, and I don't make a stink over these things seeing as mistakes happen, but there is no excuse for a vegan chile relleno managing to present itself to the consumer in the form of a chicken burrito.",service,,3,,0,0
904,"Seriously, a boy Beta, named Vivian!",service,,3,,1,0
905,My interest in this establishment started with the name.,general,,5,,3,2
906,"The food is so flavorful, and the room is so pleasant.",ambiance,,0,,4,2
907,I'm pretty sure I've reviewed this regular spot before.,general,,5,,3,2
908,"However, the main drawback of this place is the service.",service,,3,,1,0
909,"The meal was good, good price and a nice size.",price,,4,,3,2
910,"The could have seated us immediately, but we choose to sit at the bar.",service,,3,,3,2
911,"I am reduced to a greedy, sweet-seeking Veruca Salt wannabe when I'm here, and the cheap $2.50 price only encourages said behavior.",price,,4,,3,2
912,Apologies.,general,,5,,0,0
913,I'm wondering how soon is too soon to go back.,general,,5,,3,2
914,"The meat was flavorful and the grilled onions were included, which is awesome.",food,,1,,4,2
915,We will eat here when we go to the Waterfront or Kennywood or even just as a destination to eat period.,location,,2,,3,2
916,I had their duck wrap and sliders one time.,food,,1,,2,1
917,"It was comforting, cheesy and just downright good!",ambiance,,0,,4,2
918,The staff are incredibly friendly and I'll continue to go here after a hard workout.,service,,3,,4,2
919,What I don't know is if this was a mistake or normal.,service,,3,,1,0
920,"There are lots of cheap places downtown, but they usually leave something to be desired.",price,,4,,1,0
921,"All in all a great little place that not only got me to ""travel"" but it made me want to come back and stroll the streets of Dormont and discover what else I'm missing in the area.",location,,2,,3,2
922,The coffee was really good and made well.,food,,1,,3,2
923,And there was such a big portion I could have taken the rest to go and had left overs with rice.,food,,1,,3,2
924,I'm so glad that Pittsburgh has added yet another great dining experience to the mix.,general,,5,,4,2
925,"Shamefully, two of the waitresses came off like Lars and James, tyrannizing another poor server as if she was Kirk.",service,,3,,0,0
926,There's also a backroom that's well lit and has more space and 2 pool tables and pingpong.,ambiance,,0,,3,2
927,"I'm no cooking expert, but I think the dish was baked in a pan with too big of a diameter leading the macaroni to be overcooked rather than receiving a crispy top-layer finish when baked in a bowl with a smaller radius.",food,,1,,1,0
928,It's hit or miss no matter what you are looking for.,general,,5,,2,1
929,"Me: ""What?""",general,,5,,2,1
930,"Well almost, that is until you discover now you have to dodge pedestrians on the sidewalk and then pray to god that you can get back onto Carson St.",location,,2,,0,0
931,Decent sandwich.,food,,1,,2,1
932,The naan is divine and comes out crisped and perfect every time.,food,,1,,4,2
933,"Our burgers come out about 10 minutes later, accompanied by their 'bottomless fries' which amount to 9 fries on my wife's plate (in a silly cone) and 11 on mine.",service,,3,,1,0
934,Where else can you go for breakfast and eat for around $5 per person including a drink?,price,,4,,3,2
935,I am assuming they make it but don't care because it's (sometimes) really perfect.,food,,1,,4,2
936,"The decor is immaculate, and they have a cool open kitchen bar area where you can watch some of the food prep.",ambiance,,0,,4,2
937,"It's like a large square, without anything special.",location,,2,,1,0
938,The service is excellent .,service,,3,,4,2
939,The icing was so sweat and thick!,food,,1,,3,2
940,"GEMD is also known for their bakery department, this store is no different.",food,,1,,3,2
941,It comes premixed so you don't have to toss the salad at your table.,service,,3,,3,2
942,I had become familiar with the managers and this day I think it was Chris who was working the bar.,service,,3,,3,2
943,"I hate being ""that customer"", and so does my husband... which is why, despite hating it, he continued to eat his for some reason... and got REALLY sick later on that night.",food,,1,,0,0
944,Got dragged out to the monroeville area to pursue a table on Craigslist- looking for a place to eat due to starvation we find Dad's...,location,,2,,2,1
945,I was not disappointed!,general,,5,,3,2
946,But I think the catch is that you have to purchase X ounces for it to apply - buy this canister if you go through tea realllllly fast.,price,,4,,1,0
947,"A lot of the customers seemed to be regulars, but as a first-timer, I felt just as welcomed.",service,,3,,3,2
948,Over priced if you get anything from the self-serve hot bar.,price,,4,,1,0
949,Dependent upon the night the clientele can be a little grabby.,ambiance,,0,,0,0
950,The large space is softened by lots of green houseplants and tables for 2 accented by art deco lamps.,ambiance,,0,,3,2
951,He cleaned up the water and wiped down my sink before leaving.,service,,3,,3,2
952,"And that your sweet tooth also supports someone's dream, makes it all just perfect.",general,,5,,4,2
953,"I didn't eat the sausage, but the olive oil seemed unnecessary and left an oily feel in my mouth for 30 minutes or so.",food,,1,,1,0
954,"We're not really gamblers, but had dinner at Andrews to celebrate a family member's birthday.",ambiance,,0,,2,1
955,"""Do you want another drink yet"" started our interaction and was quickly followed by ""are you ready for food?""",food,,1,,2,1
956,"However, we have been going there for over a year and have always had a positive experience.",general,,5,,3,2
957,If you look around you can find more of Kennywood's history such as the historic windmill.,ambiance,,0,,3,2
958,I decided to use their services solely because of their hours.,service,,3,,3,2
959,"The flavor was delicious, and it was fresh.",food,,1,,3,2
960,"I didn't taste the 3rd spread, because I'm not fond of bananas in certain dishes.",food,,1,,1,0
961,"The plate is less expensive than the meat platters that come with salad--but I'd think that the meat, not lettuce, accounts for the price difference.",price,,4,,3,2
962,"It's been replaced by ""coasting on our merits"" and ""oh, you need another water fill up?""",service,,3,,1,0
963,Music is kind of loud but fun nostalgia for us 50 some thing's.,ambiance,,0,,3,2
964,They have chocolate from a local place and some other amazing deliciousness displayed right in front of your face.,food,,1,,4,2
965,I went to Europe for the first time last year and I was in love.,location,,2,,4,2
966,"Occasionally the offer ""Kohl's cash"" for every $50.00 spent but it is usually for a later period of time and easy to forget you have it.",price,,4,,1,0
967,Keep up the good work.,service,,3,,4,2
968,"So, we're picky.",general,,5,,2,1
969,So... what did we order?,general,,5,,2,1
970,"Plenty of pakora, chicken tikka, goat curry, lots of dal, chana masala, and not one but two paneer dishes.",food,,1,,4,2
971,So I guess  for now until my next visit...,general,,5,,3,2
972,I'm sure they'd break it out if you were rally interested though.,general,,5,,2,1
973,The eggs and omelettes are fluffy and filed with fresh ingredients including ham off the bone.,food,,1,,3,2
974,"Sushi, and 3.",food,,1,,2,1
975,I have had several of the seviche options which have been full of flavor and tasted extremely fresh.,food,,1,,4,2
976,The history of the tavern and the friendly makes this wish me that I lived closer to Max's.,location,,2,,3,2
977,"The service especially by our server, the wonderful Jen who had spot-on recommendations was awesome and I felt the front of house managed our ever-growing unexpected party very professionally and with grace.",service,,3,,4,2
978,"The tacos were yummy, just wished they used fresh pineapple instead of canned.",food,,1,,3,2
979,"And the best part of it all, the juices all taste phenomenal.",food,,1,,4,2
980,Just don't do them at the same time.,general,,5,,2,1
981,"Already, that makes me sick to my stomach.",food,,1,,0,0
982,"During this visit,  I realized that the menu changes seasonally.",food,,1,,3,2
983,Yum!,food,,1,,4,2
984,"It has great food offerings, a great atmosphere and most of all great coffee (or chai in my instance!).",food,,1,,4,2
985,"She said they were out of the materials to make it, which was a bummer, since mint chocolate chip is my absolute favorite type of ice cream.",service,,3,,0,0
986,"If my dog gets sick, you can bet I'll be revising this review.",service,,3,,2,1
987,The service is spot on.,service,,3,,3,2
988,Waitress was sweet and got the job done.,service,,3,,3,2
989,He's fallowing me around sitting and then laying at my feet.,service,,3,,1,0
990,Great shot and beer place - great people and nice bartenders!,ambiance,,0,,3,2
991,"I think I'll stick to places like Cafe Davio, where I know the food is homemade, and not served in bucket bulk.",food,,1,,3,2
992,I have been going here for years and have always had an incredible meal.,food,,1,,4,2
993,"Green Sinner was eager to help me with making a flowered pin, although I clearly didn't have the skills for it.",service,,3,,3,2
994,Then head upstairs where the second floors is equipped with enough seating for about 24 people.,ambiance,,0,,3,2
995,Definitely divey.,ambiance,,0,,1,0
996,The ingredients in the salad were fresh.,food,,1,,3,2
997,A fun evening for all.  f8 and be there.  ---------------------------------------------------------------------------------------------  One visit thus far; tomorrow 7 us are going back for a comedy act that will perform.,general,,5,,3,2
998,"Maybe it's the jet lag, maybe it's because neither Mom nor I liked what we ordered.",food,,1,,1,0
999,"But there was so much going on, I barely realized this happened!",general,,5,,2,1
1000,Not one salesmen said a word to me.,service,,3,,1,0
1001,That reminds me - the security staff is professional as hell here.,service,,3,,3,2
1002,This is absolutely the best pizza you can get in downtown.,food,,1,,4,2
1003,At any restaurant I go to!,general,,5,,2,1
1004,Nothing exciting there.,general,,5,,0,0
1005,They could make it with shrimp.,food,,1,,2,1
1006,"However, I'll be back for sure.",general,,5,,4,2
1007,The fried fish sandwich was just OK.,food,,1,,2,1
1008,I told him that this was the worst Eat n Park experience I've ever had.,general,,5,,0,0
1009,So we had to move everything to a bigger table.,service,,3,,2,1
1010,There is a food truck with limited changing options.,food,,1,,1,0
1011,The desserts and wine-list as equally as good as the food.,food,,1,,3,2
1012,The marinara sauce tastes like a less flavorful version of Ragu.,food,,1,,1,0
1013,I love this place....just wish they didn't remove the T-stop there.,general,,5,,3,2
1014,They bake their bread fresh daily and do not include any preservative so eat it quick!,food,,1,,3,2
1015,"Seats are fairly limited, however the food is phenomenal.",food,,1,,4,2
1016,Gurshecky/Springsteen 2011 was every bit as good as the 2010 version!,general,,5,,3,2
1017,"I might go here again, but I'd probably choose Saga or Shogun (or Nakama of course) first.",food,,1,,3,2
1018,Waiters were quick and helpful.,service,,3,,3,2
1019,They were good but not worth the price tag.,price,,4,,1,0
1020,Ambiance (8.0/10.0) = Great cozy restaurant tucked away in a quiet neighborhood.,ambiance,,0,,3,2
1021,This design was just plopped in place and the only local flavor is the bridge that was present.,ambiance,,0,,2,1
1022,"I generally shy away from reviewing chains, because, well, it just seems kind of pointless.",general,,5,,1,0
1023,We finished the meal with house made tiramisu and a 1/2 press of coffee.,food,,1,,2,1
1024,"The other place, however, should stop selling them immediately, since it's ruined their credibility in my mind.",general,,5,,0,0
1025,Who does not love a DQ Blizzard?,food,,1,,4,2
1026,"For drinks, we tried the tamarind juice, mango juice, and Thai iced tea.",food,,1,,2,1
1027,"Good, cheap American Chinese food served by a super nice lady, can't get much better than that, can it?",general,,5,,4,2
1028,"Milargro Blanco Tequila, Lime, Cherry heering, Lustau Amontillado Sherry, Cream Soda $13  I also got the Green Flash Passion Fruit Kicker (wheat ale)... fruity, refreshing, so flavorful I need to find out where I can get a case of this.",food,,1,,3,2
1029,"You can feel comfy in Jeans, flip flops, or a suit and I noticed all forms of attire and all ages.",ambiance,,0,,3,2
1030,This one was okay but I tend not to eat there -- just coffee and a place to work occassionally.,ambiance,,0,,2,1
1031,The service is impeccable!,service,,3,,4,2
1032,"One time I mentioned in passing I needed to leave to pay the meter, and someone there went and did it for me!",service,,3,,3,2
1033,Surprising that they give you a 12 oz cup and to get refills you have to wait in line since only the order taker/cashier will get it for you.,service,,3,,1,0
1034,"Not exceptionally big burgers, but they can be loaded with all your favorites!",food,,1,,3,2
1035,"Next I tried the classic pepperoni and mushroom variety and once again it was just under $5, a little greasy and tasted fine.",price,,4,,3,2
1036,"As far as the convenience part, it's spot on.",service,,3,,3,2
1037,Only in America!,location,,2,,2,1
1038,I will never conduct business with this company again.,general,,5,,0,0
1039,I enjoyed the food.,food,,1,,3,2
1040,"I saw the other low ratings, but I was feeling brave and hungry from an intense Krav Maga session at Wright's Gym down the street.",general,,5,,1,0
1041,"I enjoyed the appetizer, although my date was looking for a more traditional serving a grits (here, it is a fried grit patty).",food,,1,,3,2
1042,Our friends got us a gift card to Longhorn and we've been putting off stopping at one.,price,,4,,2,1
1043,"Atmosphere is a bit dated and very Pittsburgh, but if you are looking for decent American Italian at good prices with good service, highly recommend.",ambiance,,0,,1,0
1044,"The musicians are talented, friendly and keep the whole room alive with dirty jokes, call-and-response classics and just general good time shouting.",ambiance,,0,,3,2
